ID,gender,region,age,city,q1_rating,q1_reason,q2_rating,q2_reason,q2_reason-Comment,q3_rating,q3_reason,q4_1_rating,q5_1_rating,rating_outside_توفر المنتجات البترولية,rating_outside_المسافات بين المحطات,rating_outside_النظافة العامة لمرافق المحطة,rating_outside_نظافة وصيانة المسجد,rating_outside_نظافة دورات المياه,rating_outside_مظهر العاملين,rating_outside_تنوع العلامات التجارية (مطاعم ومقاهي),rating_outside_مستوى التموينات,rating_outside_خدمات السيارات (مغسلة - تغيير زيوت...),rating_inside_توفر المنتجات البترولية,rating_inside_المسافات بين المحطات,rating_inside_النظافة العامة لمرافق المحطة,rating_inside_توفر المصليات,rating_inside_توفر دورات المياه,rating_inside_مظهر العاملين,rating_inside_التموينات,rating_inside_خدمة تعبئة الماء والهواء المجانية,question1,HappendAt,InstanceId
12261,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","5",,"3","عدم توفر ديزل",,"4",,"4","3",,,,,,,,,,"3","3","5","5","5","4","5","5","1- زيادة عدد المحطات بين المدن خاصة طريق جدة الى ينبع 2- الاهتمام بسبل الدفع الالكتروني وتوفيره بكل انواعه ","5/29/2025, 4:20:40 PM",
12262,"ذكر","منطقة القصيم","من 30 إلى 39 سنة","بريدة","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"مراقبه العمال و سرعه اداءهم ","5/18/2025, 4:48:31 PM",
12263,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة","3","عدم توفر ديزل",,"4",,"2","4","3","5","4","3","3","4","5","3","3",,,,,,,,,,"5/18/2025, 6:06:07 PM",
12264,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"شكرا لك ","5/18/2025, 5:34:34 PM",
12265,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","مكة المكرمة","5",,"4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","2","4","4","4","4","4","4","4","5","5","5",,,,,,,,,"التركيز علي وسائل الدفع ومتابعه اتفاق بعض المحطات اثناء التغيير في اسعار المواد نهايه العام تكون هناك فجوه غير منطقيه وتعكس صوره غير مناسبه للتطور والتقدم في الدوله ","5/2/2025, 2:00:28 PM",
12266,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","القطيف","4",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:34:45 PM",
12267,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية
other","2","3","3","4","2","2","2","3","3","3","2","4","5","3","3","3","4","4","4",,"5/18/2025, 4:54:31 PM",
12268,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"5",,"5","4",,,,,,,,,,,,,,,,,,,"5/8/2025, 3:24:26 PM",
12269,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"4",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 6:06:34 PM",
12270,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","5",,"5",,,"4",,"5","5",,,,,,,,,,,,,,,,,,"اضافة بطاقة الفيزا ","6/1/2025, 1:21:34 PM",
12271,"ذكر","منطقة جازان","من 40 إلى 55 سنة","جازان","4",,"4",,,"4",,"4","4",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:39:01 PM",
12272,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","5",,"5",,,"1","other","5","5",,,,,,,,,,,,,,,,,,"توجد العديد من المحطات داخل المدن تحتاج الى تطوير","5/18/2025, 4:44:51 PM",
12273,"ذكر","منطقة القصيم","من 40 إلى 55 سنة","عنيزة","4",,"5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","4","4",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:05:20 PM",
12274,"ذكر","منطقة عسير","من 30 إلى 39 سنة","خميس مشيط","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 4:52:04 PM",
12275,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","4",,"5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","4","4",,,,,,,,,,,,,,,,,,"التشديد علي نظافة المرافق لازلت اقل من المطلوب ","5/1/2025, 6:47:39 PM",
12276,"ذكر","منطقة حائل","أكثر من 60 سنة","حائل","2","ضعف التقدم في تطوير المحطات","1","عدم توفر وقود 95",,"1","عدم توفر الدفع بالبطاقات الائتمانية","2","3","1","3","2","1","1","4","2","3","4",,,,,,,"3","3","متاعبة المحطات لالزامهم بتوفير ٩٥ ","5/18/2025, 7:38:50 PM",
12277,"ذكر","منطقة تبوك","من 30 إلى 39 سنة","تبوك","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:01:43 PM",
12278,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"5",,,"5",,"3","5","5","4","3","3","3","4","3","4","4",,,,,,,,,,"5/1/2025, 6:32:06 PM",
12279,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","3","other
المظهر العام لمحطات الوقود","5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 8:54:25 PM",
12280,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"5",,"3","4","4","4","3","4","2","2","2","4","3",,,,,,,,,,"5/18/2025, 5:12:06 PM",
12281,"ذكر","المنطقة الشرقية","من 18 إلى 29 سنة","الخبر","5",,"5",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","5","5",,,,,,,,,,,,,,,,,,,"5/2/2025, 3:01:46 AM",
12282,"ذكر","منطقة جازان","من 30 إلى 39 سنة","الطوال","1","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","2","other","كثير مرات تجد المحطه فارغه من الوقود","5",,"4","4",,,,,,,,,,,,,,,,,,,"5/1/2025, 7:12:04 PM",
12283,"ذكر","منطقة تبوك","من 30 إلى 39 سنة","تبوك","3","التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود","4",,,"5",,"2","4","3","2","4","4","2","5","3","5","3",,,,,,,,,"النظافة خاصة دورات المياة - ارضية المحطة غالباً تكون مكسرة والزفات فيها سيء.","5/1/2025, 5:59:15 PM",
12284,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"4",,,"5",,"4","4",,,,,,,,,,,,,,,,,,,"5/18/2025, 4:57:33 PM",
12285,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","3","4","5","5","3","3","3","3","3","4","4",,,,,,,,,,"5/1/2025, 5:56:08 PM",
12286,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/19/2025, 1:40:20 PM",
12287,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/11/2025, 2:18:26 PM",
12288,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:09:09 PM",
12289,"ذكر","المنطقة الشرقية","من 18 إلى 29 سنة","الأحساء","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"اتمنى ان يكون البنزين صافي جداً","5/18/2025, 4:43:38 PM",
12290,"ذكر","منطقة القصيم","من 30 إلى 39 سنة","بريدة","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","3","عدم توفر ديزل",,"3","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","4","3",,,,,,,,,,"3","3","3","3","3","3","4","3",,"5/2/2025, 1:42:41 PM",
12291,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","التفاوت في الخدمات المقدمة","4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","4","4",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:23:05 PM",
12292,"ذكر","منطقة المدينة المنورة","من 30 إلى 39 سنة","المدينة المنورة","5",,"5",,,"4",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 8:03:10 PM",
12293,"ذكر","منطقة مكة المكرمة","من 56 إلى 60 سنة","مكة المكرمة","4",,"4",,,"4",,"4","2",,,,,,,,,,"4","4","4","4","4","2","3","1","الرجاء منع العاملين في محطات الوقود من استخدام الجوال أثناء تعبئة الوقود حيث يفقدون تركيزهم على العمل وشكرا","5/1/2025, 5:56:31 PM",
12294,"ذكر","منطقة نجران","من 30 إلى 39 سنة","نجران","4",,"2","عدم توفر ديزل",,"4",,"4","4",,,,,,,,,,,,,,,,,,"اقترح توفير مضخه ذاتية لكل شركة","5/18/2025, 5:00:05 PM",
12295,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"6/23/2025, 11:34:26 AM",
12296,"ذكر","منطقة عسير","من 18 إلى 29 سنة","خميس مشيط","4",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"التقدم الملحوظ والتطور في كل الخدمات بشكل عام وفي محطات الوقود بشكل خاص تقدم وتطور كبير وجميل صراحه وأتمنى مستقبلا لو تتوفر خدمة التعبئه الذاتيه مع تمنياتي لهذا البلد العظيم دوام التقدم والإزدهار ","5/1/2025, 6:59:29 PM",
12297,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الجبيل","3","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","3","5","5","4","2","3","1","3","3","4","3",,,,,,,,,,"5/18/2025, 4:43:33 PM",
12298,"ذكر","المنطقة الشرقية","من 56 إلى 60 سنة","القطيف","2","التفاوت في الخدمات المقدمة","2","عدم توفر وقود 95",,"4",,"4","3",,,,,,,,,,"2","2","2","4","2","3","4","4",,"5/18/2025, 5:16:56 PM",
12299,"أنثى","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:20:48 PM",
12300,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"5",,"3","5","5","5","4","4","3","4","4","4","4",,,,,,,,,"شكرا ","5/1/2025, 6:18:45 PM",
12301,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"6/22/2025, 9:29:02 PM",
12302,"ذكر","منطقة مكة المكرمة","من 56 إلى 60 سنة","جدة","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"أتمنى أن يكون هناك حمامات نظيفة مع مصلى نظيف و لو غرفة و شكرا لكم على هذا الاستبيان وفقكم الله ","5/1/2025, 9:54:51 PM",
12303,"ذكر","منطقة نجران","من 18 إلى 29 سنة","نجران","5",,"4",,,"4",,"4","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:36:14 PM",
12304,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","مكة المكرمة","1","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","2","3","4","1","2","2","1","3","2","2","3","4","3","2","2","2","2","3","4",,"5/18/2025, 5:57:58 PM",
12305,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:43:03 PM",
12306,"ذكر","منطقة القصيم","من 18 إلى 29 سنة","بريدة","4",,"5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","2","4","5","4","1","5","1","4","4","4","3",,,,,,,,,,"5/20/2025, 2:46:24 AM",
12307,"أنثى","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","4","4",,,,,,,,,,,,,,,,,,"دفع بالفيزا معظم المحطات يطلب مدى قبل الدفع فقط ","5/1/2025, 6:30:35 PM",
12308,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الزلفي","4",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,"شكرا لكم على جهودكم المبذولة وهناك جهو واضح وملموس في تحسن محطات الوقود وخاصة المحطات خارج المدن وفقكم الله واعانكم ","5/1/2025, 6:05:54 PM",
12309,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","حفر الباطن","3","other","5",,,"4",,"4","4",,,,,,,,,,,,,,,,,,"تطوير جميع المجالات مسجد دوراة مياه وغيرها ","5/1/2025, 6:46:31 PM",
12310,"ذكر","منطقة الجوف","من 30 إلى 39 سنة","سكاكا","3","المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة","4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","4","2",,,,,,,,,,"4","5","2","1","1","2","5","4",,"5/1/2025, 6:02:16 PM",
12311,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","4","4",,,,,,,,,,,,,,,,,,"نشر استخدام البطاقة الائتمانية في جميع المحطات دعما للسياحة","5/18/2025, 11:39:16 PM",
12312,"ذكر","منطقة مكة المكرمة","أكثر من 60 سنة","جدة","4",,"4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","4","4",,,,,,,,,,,,,,,,,,,"5/29/2025, 7:44:50 PM",
12313,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","4",,"5",,,"5",,"3","5","5","4","4","3","2","5","3","4","2",,,,,,,,,"لايوجد ","6/16/2025, 9:51:08 AM",
12314,"ذكر","منطقة القصيم","من 40 إلى 55 سنة","المذنب","4",,"3","عدم توفر ديزل",,"5",,"2","5","5","3","5","5","5","4","4","5","4",,,,,,,,,"اتمنى التوفيق للجميع ","5/1/2025, 7:46:41 PM",
12315,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"ارجو منع العماله التي تتعذر بان جهاز الدفع الالكتروني لايعمل ويطلبون ان يكون المبلغ كاش ","5/23/2025, 5:32:32 PM",
12316,"ذكر","منطقة تبوك","من 40 إلى 55 سنة","تبوك","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 4:40:33 PM",
12317,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"5",,"4","4",,,,,,,,,,,,,,,,,,"افضل محطه اعبي منها واشوفها ممتازه هي ساسكو ونفط سواء كان داخل المدن او في خطوط السفر وانا قيمت بنأن على ها المحطتين فقط","5/1/2025, 8:25:52 PM",
12318,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"4",,,"4",,"4","4",,,,,,,,,,,,,,,,,,"كثير من محطات الوقود تفتقد لوجود مصلى ودورات مياه نظيفة","5/19/2025, 1:47:27 PM",
12319,"ذكر","منطقة عسير","من 40 إلى 55 سنة","بلقرن","3","ضعف التقدم في تطوير المحطات","4",,,"5",,"3","4","4","2","1","1","1","4","3","4","3",,,,,,,,,,"5/1/2025, 7:55:40 PM",
12320,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"2","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 6:20:10 PM",
12321,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الجبيل","3","التفاوت في الخدمات المقدمة","4",,,"4",,"4","4",,,,,,,,,,,,,,,,,,"نآمل التسريع بوجود مغاسل الكترونيه للسيارات، ونآمل الحد من سيطرة العمالة اليمنية على اغلب المحطات ودمتم.","5/2/2025, 9:33:56 AM",
12322,"ذكر","منطقة حائل","أكثر من 60 سنة","حائل","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 8:02:23 PM",
12323,"ذكر","المنطقة الشرقية","أكثر من 60 سنة","القطيف","4",,"4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","3","4","4","3","3","2","2","3","3","4","3",,,,,,,,,"كراقبة على الطرق السريعة كم المراقبة داخل المدن","5/1/2025, 6:12:19 PM",
12324,"أنثى","منطقة الحدود الشمالية","من 30 إلى 39 سنة","رفحاء","3","المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة","5",,,"5",,"1","3","5","2","1","1","1","1","1","1","3","5","5","3","1","1","3","3","2","النظافه - العماله اسلوب تعامل - المرافق للمحطات -الحمامات الاغلب تحتاج صيانه ويعضها لا توجد مرافق -المساجد تحتاج عناية حشرات وغبار -","6/1/2025, 12:52:56 AM",
12325,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","5",,"5",,,"5",,"4","3",,,,,,,,,,"3","3","3","4","4","4","5","5",,"5/1/2025, 7:29:17 PM",
12326,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","4",,"4",,,"4",,"3","4","4","2","3","3","1","3","3","4","3",,,,,,,,,,"5/18/2025, 4:44:20 PM",
12327,"ذكر","منطقة مكة المكرمة","أكثر من 60 سنة","جدة","3","التفاوت في الخدمات المقدمة","4",,,"4",,"3","4","4","4","3","2","1","2","3","3","3",,,,,,,,,,"5/18/2025, 9:04:30 PM",
12328,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","الطائف","5",,"5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","3","4","3","4","2","3","2","4","5","4","4",,,,,,,,,"بحاجه إلى نظافة دورات المياه و التأكد من مساحة المساجد داخل المحطات و متابعة صيانة الانارة و التكييف ","5/1/2025, 6:41:16 PM",
12329,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","التفاوت في الخدمات المقدمة","4",,,"4",,"3","4","4","3","3","3","3","3","3","4","3",,,,,,,,,"متابعة نظافة دورات المباه والمساجد واسوار المحطات ونظافتها ","5/1/2025, 11:07:06 PM",
12330,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"امنيتي ان تكون المحطات بالسعوديه  من أجمل محطات العالم بالطرق وأعطاء المحطات موافقة التوسع واخذ موافقه عقارات الدولة هدف التطوير والتحسين والتوسعة  ","5/18/2025, 4:57:26 PM",
12331,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الدمام","5",,"4",,,"5",,"5","3",,,,,,,,,,"4","5","4","3","3","4","5","4","١. مطلوب خدمه التعبئه و الدفع الذاتي. ٢. بيع منتج الكيروسين. ","5/1/2025, 6:53:22 PM",
12332,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","5",,,"5",,"3","5","5","5","4","4","3","4","4","4","4",,,,,,,,,,"5/1/2025, 6:55:16 PM",
12333,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الخبر","3","المظهر العام لمحطات الوقود","4",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"الخدمات الذاتية ","6/26/2025, 10:28:00 AM",
12334,"أنثى","المنطقة الشرقية","من 18 إلى 29 سنة","الدمام","4",,"5",,,"4",,"4","3",,,,,,,,,,"5","5","2","1","1","3","3","3","التركيز على النظافة العامة ، منع بعض الممارسات مثل تجميع كراتين او صناديق بشكل عشوائي تحت مظلة الوقود، الحرص على توفر مواق مخصصة لمراكز الخدمة ان وجدت ، بعض المحطات يتم استغلال مواقفها لمنشآت مجاورة مما يتسبب في ازدحام ","5/1/2025, 6:17:11 PM",
12335,"ذكر","منطقة الرياض","من 56 إلى 60 سنة","الرياض","3","التفاوت في الخدمات المقدمة","4",,,"4",,"2","4","4","4","3","3","3","3","3","3","3",,,,,,,,,,"6/16/2025, 4:28:49 PM",
12336,"ذكر","منطقة الباحة","من 18 إلى 29 سنة","العقيق","5",,"4",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"الاستمرارية في الرقابة وشكرا لما تقدموه 🤍🤍","5/1/2025, 6:49:54 PM",
12337,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","5",,"3","عدم توفر ديزل",,"5",,"4","5",,,,,,,,,,,,,,,,,,"اتمنى تكون المحطات اكثر ترفيه بالخطوط السريعه خارج المدن","5/19/2025, 8:01:54 PM",
12338,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","القنفذة","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"4",,"3","2","5","2","4","4","4","4","2","2","3","4","1","3","3","3","4","2","4",,"5/9/2025, 4:33:58 PM",
12339,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"4",,"2","4","4","4","3","3","3","4","3","3","3",,,,,,,,,"عناية أكثر في دورات المياة وتوفير دورات مياه للنساء ومصليات نساء وتاهيل العمالة في دورات فن التعامل مع الزباين وقبول الدفع بجميع البطاقات","5/18/2025, 6:48:29 PM",
12340,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","محافظة الدرعية","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"4",,"3","5","4","3","4","4","3","4","3","4","5",,,,,,,,,,"5/1/2025, 5:50:06 PM",
12341,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","3","ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود
other","4",,,"1","عدم توفر الدفع بالمحافظ الرقمية
عدم توفر الدفع بالبطاقات الائتمانية","2","3","3","3","1","1","1","3","3","3","3","3","3","3","2","1","3","3","1","نظافة المكان تعكس مدى نظافه الوطن وخاصه محطات الوقود ","5/18/2025, 6:07:37 PM",
12342,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","الطائف","3","ضعف التقدم في تطوير المحطات","4",,,"4",,"3","4","4","5","4","4","3","3","4","4","3",,,,,,,,,"عدم توفر الشواحن الكهربائيه في اغلب المدن والطرق السريعه بين المدن الذي يسبب بعدم استطاعة السفر بالسيارات الكهربائيه ","5/18/2025, 5:14:14 PM",
12343,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","التفاوت في الخدمات المقدمة","4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","3","3","4","4","3","3","2","3","1","2","3","3","3","2","2","2","3","3","1",,"5/1/2025, 7:29:59 PM",
12344,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","التفاوت في الخدمات المقدمة","5",,,"2","عدم توفر الدفع بالمحافظ الرقمية
عدم توفر الدفع بالبطاقات الائتمانية","3","4","5","4","2","2","2","4","3","3","4",,,,,,,,,"توحيد كامل المحطه بي ارضيه من الانتر لوك","5/1/2025, 7:12:30 PM",
12345,"ذكر","منطقة حائل","من 18 إلى 29 سنة","حائل","4",,"4",,,"2","عدم توفر الدفع بالمحافظ الرقمية
عدم توفر الدفع بالبطاقات الائتمانية","4","2",,,,,,,,,,"1","1","1","2","1","1","4","3",,"5/18/2025, 6:50:16 PM",
12346,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","other","3","عدم توفر وقود 95",,"1","عدم توفر الدفع بالبطاقات الائتمانية","1","3","4","4","3","3","1","4","3","4","4","4","4","3","3","1","4","4","3",,"5/18/2025, 7:47:30 PM",
12347,"ذكر","منطقة عسير","من 18 إلى 29 سنة","محايل عسير","4",,"3","عدم توفر وقود 95",,"5",,"3","5","3","5","3","2","1","4","3","3","3",,,,,,,,,,"5/1/2025, 5:52:39 PM",
12348,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"2","عدم توفر وقود 95",,"1","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","2","5","3","2","1","1","1","3","5","5","2",,,,,,,,,"عدم توفر الدفع الالكتروني(ڤيزا) وذلك اغلب المحطات يذكر بأنها توجد رسوم على المالك قد تؤثر على الدخل الشهري للمحطه نظافات المرافق (دورات المياه اعزكم الله) غالبية المحطات بالمدن سيئة وكذلك عدم وجود التهوئة والصاوبين كذلك غالبية المحطات عدم توفر وقود (95) عند البعض كذلك وضع عقوبات على اصحاب التريلات والسيارات الديزل وذلك بسبب تهريب الديزل في المحطات وتشوه المنظر الحضاري للمحطات  ","5/18/2025, 4:49:38 PM",
12349,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"5",,,"4",,"5","5",,,,,,,,,,,,,,,,,,"الزام المحطات بتوفير وسائل الدفع مثل فيزا ووفرة العمالة في المحطات","5/1/2025, 5:50:17 PM",
12350,"ذكر","منطقة نجران","من 30 إلى 39 سنة","نجران","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/19/2025, 2:33:42 AM",
12351,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","1","ضعف التقدم في تطوير المحطات","5",,,"5",,"3","2","5","5","1","3","1","5","5","5","3","5","5","5","3","1","5","5","5",,"5/1/2025, 6:07:59 PM",
12352,"أنثى","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"3","5","4","5","3","2","1","4","5","4","5",,,,,,,,,,"5/1/2025, 6:47:03 PM",
12353,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"ضبط مواقع اجهة ضغط هواء الإطارات (يتم وضع اجهزه معطله في اغلب محطات الوقود او لا يمكن الوصول لها )","5/18/2025, 6:43:13 PM",
12354,"ذكر","المنطقة الشرقية","أكثر من 60 سنة","الأحساء","1","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات
other","4",,,"2","عدم قبول الدفع نقدًا
عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية
other","1","2","2","1","1","1","1","1","1","4","2","4","2","1","1","1","1","4","1","أرجو تشديد الرقابه من قبل المشرفين ووضع المراقبين الكفؤ  الذي يخاف الله ويحب وطنه . مواطن مخلص وغيور على بلده . تحياتي للجميع ","5/2/2025, 8:21:04 AM",
12355,"أنثى","منطقة الرياض","من 30 إلى 39 سنة","الزلفي","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"بارك الله في جهودكم","5/18/2025, 4:52:40 PM",
12356,"أنثى","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"5",,"3","4","4","4","3","3","2","2","2","2","3",,,,,,,,,"يفضل توفر سوبر ماركت من علامات معروفة حتى يتوفر فيها كل الاحتياجات مثل التميمي او ترولي او النخله ","5/18/2025, 6:38:16 PM",
